2026/08/14 00:36:11 web-api listening on :8691
[GIN] 2026/08/14 - 00:36:11 | 200 |       85.25µs |       127.0.0.1 | GET      "/healthz"
[GIN] 2026/08/14 - 17:59:44 | 200 |  141.795834ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 17:59:44 | 200 |  459.596792ms |       127.0.0.1 | GET      "/api/delivery/items?programId=1&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 17:59:44 | 200 |  306.679917ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 17:59:44 | 200 |  304.643792ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 17:59:44 | 200 |  309.609708ms |       127.0.0.1 | GET      "/api/delivery/requirements?pageIndex=1&pageSize=200&programId=2&scope=mine"
[GIN] 2026/08/14 - 17:59:44 | 200 |  356.686125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 17:59:44 | 200 |  746.156584ms |       127.0.0.1 | GET      "/api/delivery/board?programId=1&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 17:59:44 | 200 |  166.462167ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 17:59:45 | 200 |  439.127834ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 17:59:45 | 200 |  125.967083ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 17:59:45 | 200 |  469.664209ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 17:59:46 | 200 |  474.430083ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:01:52 | 200 |  182.387917ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:01:52 | 200 |  188.872833ms |       127.0.0.1 | GET      "/api/delivery/item/events?programId=2&itemKey=deployment-e89f2b122a&pageIndex=1&pageSize=50"
[GIN] 2026/08/14 - 18:01:52 | 200 |  192.662875ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:01:53 | 200 |  132.005042ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:01:53 | 200 |  132.422917ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:01:53 | 200 |  241.478375ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:01:53 | 200 |     262.297ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:01:53 | 200 |  259.887708ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:03 | 200 |  210.819375ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:03 | 200 |  129.120291ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:04 | 200 |  133.092834ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:02:04 | 200 |     261.807ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:02:04 | 200 |  213.700167ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:04 | 200 |    121.3765ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:04 | 200 |  221.135709ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:02:05 | 200 |  155.717042ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:02:05 | 200 |   348.62675ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:05 | 200 |  155.907791ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:05 | 200 |  127.200792ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:02:05 | 200 |  246.908917ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:02:06 | 200 |     200.203ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:06 | 200 |  208.081083ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:06 | 200 |  435.253666ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 18:02:06 | 200 |   255.03625ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:06 | 200 |  135.724584ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:06 | 200 |  129.135209ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:02:06 | 200 |  262.377958ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:02:07 | 200 |  221.212208ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:07 | 200 |     149.752ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:08 | 200 |  394.128125ms |       127.0.0.1 | POST     "/api/delivery/item/patch"
[GIN] 2026/08/14 - 18:02:08 | 200 |   191.36725ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=2&itemKey=deployment-e89f2b122a&executorType=codex&phase=requirement"
[GIN] 2026/08/14 - 18:02:09 | 200 |    435.9735ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"

2026/08/14 18:02:10 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:618 [35;1mrecord not found
[0m[33m[23.489ms] [34;1m[rows:0][0m SELECT * FROM `zt_delivery_item_execution_session` WHERE biz_line = 'xianglong' AND executor_type = 'codex' AND external_session_id = '019fffb8-cbe1-7ef3-a155-470a4e5d90b8' ORDER BY `zt_delivery_item_execution_session`.`id` LIMIT 1

2026/08/14 18:02:10 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:630 [35;1mrecord not found
[0m[33m[34.616ms] [34;1m[rows:0][0m SELECT * FROM `zt_delivery_item_execution_session` WHERE biz_line = 'xianglong' AND program_id = 2 AND item_key = 'deployment-e89f2b122a' AND executor_type = 'codex' AND phase = 'requirement' ORDER BY `zt_delivery_item_execution_session`.`id` LIMIT 1
[GIN] 2026/08/14 - 18:02:10 | 200 |  394.653833ms |       127.0.0.1 | POST     "/api/delivery/item/execution-session/bind"
[GIN] 2026/08/14 - 18:02:13 | 200 |  231.392375ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:13 | 200 |  252.013708ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:13 | 200 |  284.381458ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:14 | 200 |  161.243917ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:14 | 200 |    165.5385ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:14 | 200 |    125.3935ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:02:14 | 200 |  220.218375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:02:14 | 200 |  230.377292ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:02:14 | 200 |  158.417167ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:02:14 | 200 |  182.308583ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:14 | 200 |   196.19425ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:14 | 200 |  251.547542ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:14 | 200 |  318.747917ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:15 | 200 |  199.594875ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=2&itemKey=deployment-e89f2b122a&executorType=codex&phase=requirement"
[GIN] 2026/08/14 - 18:02:15 | 200 |  222.185625ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:15 | 200 |  252.465584ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:15 | 200 |  153.417084ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:02:15 | 200 |  131.198458ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:02:15 | 200 |  248.671875ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:02:16 | 200 |  209.406375ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:02:16 | 200 |  264.789708ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:02:16 | 200 |  164.130459ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=2&itemKey=deployment-e89f2b122a&executorType=codex&phase=requirement"
[GIN] 2026/08/14 - 18:04:23 | 200 |     421.019ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&phase=requirement"
[GIN] 2026/08/14 - 18:04:45 | 200 |  411.189542ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786635036680&phase=requirement"
[GIN] 2026/08/14 - 18:04:50 | 200 |  423.071625ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786635036680&phase=development"
[GIN] 2026/08/14 - 18:04:52 | 200 |  137.838458ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:52 | 200 |  198.623583ms |       127.0.0.1 | GET      "/api/delivery/item/events?programId=2&itemKey=deployment-952b2523bc&pageIndex=1&pageSize=50"
[GIN] 2026/08/14 - 18:04:52 | 200 |  198.537417ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-952b2523bc"
[GIN] 2026/08/14 - 18:04:52 | 200 |  143.334917ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:52 | 200 |  204.025875ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:04:52 | 200 |    185.8225ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:04:53 | 200 |  288.442209ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:04:53 | 200 |  150.388084ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-952b2523bc"
[GIN] 2026/08/14 - 18:04:55 | 200 |  224.098292ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  224.153708ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  262.517375ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-952b2523bc"
[GIN] 2026/08/14 - 18:04:55 | 200 |  121.881209ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  135.204458ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  113.705458ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  126.549375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  226.166291ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  240.659333ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:04:55 | 200 |  180.217125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:04:55 | 200 |   182.50125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:04:56 | 200 |   137.90725ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-952b2523bc"
[GIN] 2026/08/14 - 18:04:56 | 200 |  155.213083ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-952b2523bc"
[GIN] 2026/08/14 - 18:04:56 | 200 |     250.859ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=2&itemKey=deployment-952b2523bc&executorType=codex&phase=development"
[GIN] 2026/08/14 - 18:04:56 | 200 |  218.022042ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:56 | 200 |  259.493917ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-952b2523bc"
[GIN] 2026/08/14 - 18:04:56 | 200 |  127.648166ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:04:57 | 200 |  113.820333ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:04:57 | 200 |     143.485ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:04:57 | 200 |  298.152208ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:04:57 | 200 |  181.891083ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-952b2523bc"
[GIN] 2026/08/14 - 18:04:57 | 200 |  258.559083ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=2&itemKey=deployment-952b2523bc&executorType=codex&phase=development"
[GIN] 2026/08/14 - 18:06:27 | 200 |    223.3115ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e89f2b122a"
[GIN] 2026/08/14 - 18:06:27 | 200 |  241.100958ms |       127.0.0.1 | POST     "/api/delivery/item/patch"
[GIN] 2026/08/14 - 18:06:28 | 200 |   274.00975ms |       127.0.0.1 | POST     "/api/delivery/item/execution-session/status"
[GIN] 2026/08/14 - 18:06:28 | 200 |  134.800541ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:06:28 | 200 |   203.37975ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:06:28 | 200 |  148.781917ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:06:28 | 200 |  172.909708ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:06:29 | 200 |  210.476625ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:06:29 | 200 |   115.86925ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:06:29 | 200 |  136.015708ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:06:29 | 200 |  273.909125ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:06:29 | 200 |  136.675208ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-401306634e"
[GIN] 2026/08/14 - 18:06:29 | 200 |  116.991583ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:06:29 | 200 |  119.582458ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:06:30 | 200 |  222.377791ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:06:30 | 200 |  186.834208ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:06:30 | 200 |  257.218542ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-401306634e"
[GIN] 2026/08/14 - 18:06:31 | 200 |     396.937ms |       127.0.0.1 | POST     "/api/delivery/item/patch"
[GIN] 2026/08/14 - 18:06:31 | 200 |     136.788ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=2&itemKey=deployment-401306634e&executorType=codex&phase=requirement"

2026/08/14 18:06:33 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:618 [35;1mrecord not found
[0m[33m[21.464ms] [34;1m[rows:0][0m SELECT * FROM `zt_delivery_item_execution_session` WHERE biz_line = 'xianglong' AND executor_type = 'codex' AND external_session_id = '019fffbc-cfc7-7113-98cf-a5773d5a3113' ORDER BY `zt_delivery_item_execution_session`.`id` LIMIT 1

2026/08/14 18:06:33 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:630 [35;1mrecord not found
[0m[33m[26.021ms] [34;1m[rows:0][0m SELECT * FROM `zt_delivery_item_execution_session` WHERE biz_line = 'xianglong' AND program_id = 2 AND item_key = 'deployment-401306634e' AND executor_type = 'codex' AND phase = 'requirement' ORDER BY `zt_delivery_item_execution_session`.`id` LIMIT 1
[GIN] 2026/08/14 - 18:06:33 | 200 |  328.894583ms |       127.0.0.1 | POST     "/api/delivery/item/execution-session/bind"
[GIN] 2026/08/14 - 18:09:33 | 200 |  462.869625ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786701339203&phase=development"
[GIN] 2026/08/14 - 18:09:35 | 200 |    398.0415ms |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786701339203&phase=requirement"
[GIN] 2026/08/14 - 18:10:59 | 200 |  197.695958ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-401306634e"
[GIN] 2026/08/14 - 18:11:00 | 200 |  408.803875ms |       127.0.0.1 | POST     "/api/delivery/item/patch"
[GIN] 2026/08/14 - 18:11:00 | 200 |  382.220542ms |       127.0.0.1 | POST     "/api/delivery/item/execution-session/status"
[GIN] 2026/08/14 - 18:11:00 | 200 |  221.200209ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:11:00 | 200 |  153.993083ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:11:01 | 200 |   203.19975ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:11:01 | 200 |  286.542167ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:11:01 | 200 |  183.144958ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:11:01 | 200 |  222.928375ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:11:02 | 200 |   217.36375ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:11:02 | 200 |  318.114334ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:11:02 | 200 |  181.810459ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e233aec4db"
[GIN] 2026/08/14 - 18:11:02 | 200 |    144.3635ms |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[GIN] 2026/08/14 - 18:11:02 | 200 |  148.747708ms |       127.0.0.1 | GET      "/api/delivery/stages?programId=2"
[GIN] 2026/08/14 - 18:11:03 | 200 |  212.148333ms |       127.0.0.1 | GET      "/api/delivery/modules?programId=2"
[GIN] 2026/08/14 - 18:11:03 | 200 |  317.396834ms |       127.0.0.1 | GET      "/api/delivery/items?programId=2&pageIndex=1&pageSize=200"
[GIN] 2026/08/14 - 18:11:03 | 200 |  332.732375ms |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e233aec4db"
[GIN] 2026/08/14 - 18:11:05 | 200 |  1.828799709s |       127.0.0.1 | POST     "/api/delivery/item/patch"
[GIN] 2026/08/14 - 18:11:06 | 200 |  968.678041ms |       127.0.0.1 | GET      "/api/delivery/item/execution-session?programId=2&itemKey=deployment-e233aec4db&executorType=codex&phase=requirement"

2026/08/14 18:11:13 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:618 [35;1mrecord not found
[0m[33m[26.345ms] [34;1m[rows:0][0m SELECT * FROM `zt_delivery_item_execution_session` WHERE biz_line = 'xianglong' AND executor_type = 'codex' AND external_session_id = '019fffc1-1564-71e0-9fa3-4afd4bf1f4fe' ORDER BY `zt_delivery_item_execution_session`.`id` LIMIT 1

2026/08/14 18:11:13 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/delivery/internal/repository/repository.go:630 [35;1mrecord not found
[0m[33m[19.700ms] [34;1m[rows:0][0m SELECT * FROM `zt_delivery_item_execution_session` WHERE biz_line = 'xianglong' AND program_id = 2 AND item_key = 'deployment-e233aec4db' AND executor_type = 'codex' AND phase = 'requirement' ORDER BY `zt_delivery_item_execution_session`.`id` LIMIT 1
[GIN] 2026/08/14 - 18:11:13 | 200 |  351.754333ms |       127.0.0.1 | POST     "/api/delivery/item/execution-session/bind"
[mysql] 2026/08/14 20:59:16 packets.go:37: unexpected EOF

2026/08/14 20:59:16 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1minvalid connection
[0m[33m[62247.689ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 20:59:16 | 200 |          1m2s |       127.0.0.1 | GET      "/api/delivery/board?programId=2&groupBy=status&requirementKey=req-1786701339203&phase=requirement"
[mysql] 2026/08/14 20:59:55 packets.go:123: closing bad idle connection: EOF
[mysql] 2026/08/14 20:59:55 connection.go:173: driver: bad connection
[mysql] 2026/08/14 20:59:55 packets.go:123: closing bad idle connection: EOF
[mysql] 2026/08/14 20:59:55 connection.go:173: driver: bad connection
[mysql] 2026/08/14 21:00:00 packets.go:37: unexpected EOF

2026/08/14 21:00:00 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mdriver: bad connection
[0m[33m[5003.835ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 21:00:00 | 200 |  5.003972125s |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-e233aec4db"
[mysql] 2026/08/14 21:00:00 packets.go:123: closing bad idle connection: EOF
[mysql] 2026/08/14 21:00:00 connection.go:173: driver: bad connection
[mysql] 2026/08/14 21:00:00 packets.go:123: closing bad idle connection: EOF
[mysql] 2026/08/14 21:00:00 connection.go:173: driver: bad connection
[mysql] 2026/08/14 21:00:05 packets.go:37: unexpected EOF

2026/08/14 21:00:05 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mdriver: bad connection
[0m[33m[5006.029ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 21:00:05 | 200 |  5.006175834s |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[mysql] 2026/08/14 21:05:58 packets.go:123: closing bad idle connection: connection reset by peer
[mysql] 2026/08/14 21:05:58 connection.go:173: driver: bad connection
[mysql] 2026/08/14 21:05:58 packets.go:123: closing bad idle connection: connection reset by peer
[mysql] 2026/08/14 21:05:58 connection.go:173: driver: bad connection
[mysql] 2026/08/14 21:06:03 packets.go:37: unexpected EOF

2026/08/14 21:06:03 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mdriver: bad connection
[0m[33m[5007.695ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 21:06:03 | 200 |  5.008134166s |       127.0.0.1 | GET      "/api/delivery/program?programId=2"
[mysql] 2026/08/14 21:06:03 packets.go:37: unexpected EOF
[mysql] 2026/08/14 21:06:03 packets.go:37: unexpected EOF
[mysql] 2026/08/14 21:06:08 packets.go:37: unexpected EOF
[mysql] 2026/08/14 21:06:08 packets.go:37: unexpected EOF
[mysql] 2026/08/14 21:06:08 packets.go:37: unexpected EOF
[mysql] 2026/08/14 21:06:13 packets.go:37: unexpected EOF
[mysql] 2026/08/14 21:06:13 packets.go:37: unexpected EOF
[mysql] 2026/08/14 21:06:13 packets.go:37: unexpected EOF

2026/08/14 21:06:13 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mdriver: bad connection
[0m[33m[15025.308ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1

2026/08/14 21:06:13 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mdriver: bad connection
[0m[33m[15025.165ms] [34;1m[rows:0][0m SELECT * FROM `zt_identity_user` WHERE id = 1 ORDER BY `zt_identity_user`.`id` LIMIT 1
[GIN] 2026/08/14 - 21:06:13 | 200 | 15.025396166s |       127.0.0.1 | GET      "/api/delivery/item/events?programId=2&itemKey=deployment-401306634e&pageIndex=1&pageSize=50"
[GIN] 2026/08/14 - 21:06:13 | 200 | 15.025229375s |       127.0.0.1 | GET      "/api/delivery/item?programId=2&itemKey=deployment-401306634e"
[mysql] 2026/08/14 21:06:18 packets.go:37: unexpected EOF

2026/08/14 21:06:18 [31;1m/Users/fly/Documents/develop/project/company/universe/server/service/identity/internal/repository/repository.go:37 [35;1mdriver: bad connection
